premise,hypothesis,label
Seorang anak laki-laki mengenakan kaos merah dan celana pendek biru berdiri di jalan tanah.,Seorang anak kotor karena bermain di lumpur.,1
Seorang lelaki tua yang mengenakan pakaian sejarah berwarna biru sedang membunyikan lonceng di tangan kanannya.,pemeragaan perang saudara sedang berlangsung,1
Seorang pria berpose di dermaga dan seseorang berlari melewati bidikan.,"Pria yang kelebihan berat badan tidak pernah membiarkan dirinya difoto, dia duduk di dalam sendirian dan makan Ben & Jerrys.",2
"Seorang pria berdiri di belakang gerobak, di luar, dengan dua anak di dalam dan satu anak di luar.",Seorang pria berada di dekat gerobak dengan anak-anaknya di dalamnya,0
"Wanita di jendela toko jalan di depan toko, Louis Vuitton.",Ada seorang wanita di jalan.,0
Seorang pria berjins berdiri di bawah bayang-bayang tiang lampu di dekat sebuah gedung dan memegangi kepalanya sambil melihat etalase sebuah bank.,Seorang pria melihat etalase sebuah bank karena dia tertarik untuk menggunakan bank tersebut.,1
Seorang pria dengan celemek biru di dapur.,Pria itu siap memasak di dapur.,0
"Seorang anak dengan kaus berkerudung oranye, melihat ke kamera, sedang makan camilan.",Pemotretan sedang dilakukan.,1
"Ada orang di sebuah fair boarding ride, sementara dua anak sedang duduk di bangku menunggu orang.",Dua anak menunggu di bangku sementara yang lain menaiki wahana.,0
Seekor anjing coklat dan hitam dan seekor anjing putih sedang bergulat di atas karpet.,Ada hewan yang berinteraksi di tanah.,0
"Sekumpulan foto keluarga, lama dan baru, duduk di atas meja.",Sebuah meja ada di sisinya.,2
Ada tiga anak laki-laki bermain di taman umum dengan bola merah.,Tiga bersaudara sedang bermain dengan bola merah di taman.,1
"Seorang pria dengan potongan rambut mo-hawk, mengenakan kaos bertuliskan ""Detroit Rocks"" menggunakan peralatan DJ sementara dua gadis di belakangnya tersenyum.",Seorang pria botak bersiap untuk pertunjukan DJ.,2
Orang-orang di pesta berdiri di sekitar air mancur yang menyala.,Manusia di sebuah pesta,0
Seorang wanita meletakkan sepedanya di trotoar saat seorang pria membawa skateboardnya ke trotoar yang sama.,Seorang wanita dan seorang pria secara keliru memukul satu sama lain untuk mengatur barang-barang mereka di tempat tertentu.,0
"Ini adalah foto udara dari dua pria yang berdiri berdampingan, satu pria menyentuh bahu yang lain.",Dua bersaudara berpose untuk foto.,1
banyak orang berkumpul di museum seni.,Beberapa orang berkumpul.,-1
Seorang wanita membaca dan minum sambil duduk di bangku.,Ia sedang menunggu suaminya pulang,1
Seorang pemain sepak bola membunuh grup dan menendang bola kuning saat pemain lain yang memakai topi abu-abu lewat.,Seorang pemain menendang bola sepak.,0
Dua anak sedang bermain Foosball.,dua orang dewasa bermain foosball,2
Seorang pria berbaring di tanah memperbaiki ban.,seorang pria menari di atas pohon,2
Seorang gadis dengan handuk melilit kepalanya melihat ke kamera.,anak laki-laki makan pisang,2
Anak dengan potongan rambut Mohawk memegang cermin untuk wanita yang memakai cat wajah.,Seorang anak berkepala plontos memegang cermin untuk seorang wanita yang memakai cat wajah.,2
Seorang gadis di latar belakang mengambil gambar saat banyak orang sibuk lewat.,Seorang gadis memfilmkan sekelompok orang yang lewat untuk digunakan nanti dalam film dokumenter.,2
Anak laki-laki berbaju merah bersiap untuk memukul pinata.,Anak laki-laki itu mengenakan kemeja hijau,2
Ada tiga anak di lapangan dengan bunga di latar belakang dan anak dengan kemeja merah dan anak dengan topi biru sedang memegang apa yang tampak seperti jaring penangkap serangga.,Ada tiga orang dewasa di hutan.,2
Seorang anak laki-laki yang menjual limun seharga $1 mengendarai sepedanya tanpa tangan sambil mengiklankan produknya ke barisan panjang orang.,Seorang anak laki-laki yang menjual limun kepada sekelompok orang sedang mengendarai sepedanya perlahan.,1
Anak yang bermain di geladak memiliki ember merah di kepalanya.,Anak itu memegang ember merah di geladak.,2
Seorang wanita bertopi duduk membaca dan minum kopi.,burung-burung itu berleher pendek,2
Seorang anak laki-laki bermantel merah berada di atas seorang pria yang memegang bahu seekor anjing.,Anak laki-laki itu memakai mantel.,0
Seorang gadis kecil berambut pirang sedang menggendong anak kucing kecil di dekatnya.,Seorang anak memegang seekor kucing.,0
Dua pria berdiri di atas perahu.,Perahu itu adalah kapal pesiar,1
Seorang gadis dengan es loli dan beberapa anak lainnya mengamati akuarium.,Seorang pria dengan es loli.,2
Seorang pria jatuh dari dinding bata saat masih di sepedanya.,Seorang pria jatuh dari mobilnya.,2
Seekor anjing hitam dan coklat berlari melewati hutan.,Anjing itu menggigit seorang pria.,2
Seorang wanita dengan pakaian renang dua potong berada di pantai sambil memandangi kakinya.,Wanita itu melihat sesuatu yang tidak menyenangkan di kakinya.,1
Dua pria membawa tas berbicara dengan pria lain dengan kaos putih di beranda.,Dua pria membawa tas kerja hitam.,1
Sekelompok orang kebanyakan berpakaian santai bertemu di meja berbentuk L dengan laptop dan notebook.,Sekelompok lelaki tua berteriak-teriak saat presiden klub putar memanggil rapat untuk memesan di ruang rapat yang gelap.,2
Seekor anjing berenang dengan tongkat di mulutnya.,Seekor ayam sedang bertelur.,2
Seorang pria memotong sepotong kue di sebuah pesta kantor.,Pria itu ada di kamar mandi di sekolah.,2
Seorang pemain sepak bola memblokir seseorang dari tim lain sehingga rekan setimnya dapat mengoper bola ke lapangan.,Dua orang yang ramah berjabat tangan dengan cara yang ramah.,2
Seorang pria melakukan trik skateboard di jalur skateboard,Pria itu sedang menunggang kuda poni.,2
Wanita tersenyum dengan pria dengan kaus bergaris di taman.,Wanita itu bersama pacarnya bermain frisbee di taman.,1
Seorang pria Asia sedang mengendarai sepeda berdebu melalui jalan dengan beberapa bangunan bobrok di sisinya.,Pria itu memakai kacamata.,1
"Seorang anak kecil berambut pirang dan sepatu bot kuning bermain dengan sekop, batu, dan truk sampah.",Seorang anak kecil sedang bermain dengan sekop,0
"Betina ini siap bertarung jika perlu, dia terlatih.","Wanita ini dibacakan untuk bertarung, dia dilatih karate.",1
Seorang pria berjanggut berbaring telentang di bawah pohon besar.,Seekor naga berjanggut berbaring telentang di bawah pohon besar.,2
Seorang gadis yang menarik menjual barang-barang kepada anak laki-laki.,Seorang gadis menjual sepatu di toko.,1
Anak kecil melompat-lompat di sekitar rumah bermain.,Seorang anak melompat dari meja ke sofa.,1
Kerumunan orang berjalan melalui tempat parkir di malam hari.,Sekelompok besar orang sedang berenang menyeberangi danau.,2
Seorang pria tan sedang memijat otot bisepnya.,Seorang pria bertelanjang dada memijat bisepnya.,1
Tiga orang berdiri di depan sebuah tanda yang memiliki bendera Amerika di atasnya.,Sekelompok orang berkumpul di dekat sebuah tanda.,0
"Seorang pria bertelanjang dada dengan Mohawk, janggut dan kacamata.",Seorang wanita dengan tindikan,2
Seorang wanita melempar kantong sampah putih ke tempat sampah di depan mobil.,Seorang wanita melempar kantong sampah ke truk,2
Ada banyak anak yang bersenang-senang di sebuah pesta.,Orang-orang mengadakan pesta.,0
Seorang pria dengan topi terbalik bekerja di mesin.,Pria itu sedang mengerjakan mesin mobil.,1
Wanita berambut pirang sedang menabuh instrumen.,Wanita itu sedang memukul drum.,1
"Seorang anak laki-laki mengenakan kacamata di atas kepalanya, berjalan melalui genangan air yang dalam dengan celana panjang.",Seorang anak laki-laki sedang memercik melalui genangan air untuk bersenang-senang.,1
Lima anak muda tersenyum untuk difoto dan satu anak tidak menghadap ke depan,Sebuah keluarga berpose untuk difoto dengan salah satunya berpaling dari kamera.,1
Seorang pria berpakaian hitam memakai headphone dan duduk di dekat mikrofon.,Seorang pria duduk di dekat mikrofon,1
Seorang anak dengan sandal jepit biru sedang berjalan-jalan.,Seorang anak berjalan menuju mainannya.,1
Wanita cantik itu membingungkan.,Ada seorang wanita cantik berusia 20-an.,1
Seorang pria Asia duduk di perahu dengan berbagai macam buah di sekelilingnya.,Seorang pria sedang menjual buah dari perahunya.,1
Seorang pria dan seorang wanita saling memandang sambil mengenakan kostum.,"Laki-laki dan perempuan di suatu tempat mengenakan kostum, masing-masing saling memandang.",0
Seorang pilot memakai headphone duduk di kokpit bersama kopilotnya.,Pria itu berada di pesawat terbang.,0
Seorang anak laki-laki mengenakan kostum hijau dengan topeng di atas kepalanya saat mengendarai kendaraan mainan berwarna merah.,Bocah laki-laki itu baru saja menerima kendaraan itu sebagai hadiah.,1
Sekelompok orang yang mengenakan pakaian hangat mengadakan pesta di luar.,Satu orang berdiri di luar dalam cuaca panas.,2
Seorang gadis di udara sambil melakukan trik yang rumit di atas skateboard.,Seorang gadis duduk di sebelah skateboardnya.,2
Seorang koboi bergelantungan di atas kuda bucking di rodeo.,Koboi sedang makan burrito.,2
Sejumlah orang duduk mengelilingi meja-meja yang disatukan dengan perlengkapan kantor di atasnya.,Orang-orang duduk mengelilingi meja,0
Seseorang di udara dengan sepeda motor kuning.,Mereka melakukan trik.,1
Seorang anak laki-laki mundur karena benturan pasir ke dadanya yang telanjang.,Anak laki-laki itu ada di pantai.,0
Pria dengan bola sepak dipukul oleh pria lain.,Pria itu memiliki bibir berdarah.,1
Seorang gadis melakukan gerakan meroda di depan seorang wanita dengan kemeja putih dan dedaunan.,Gadis itu melompat 1000 kaki di udara dan bernyanyi dengan keras.,2
Seorang pria dan anak-anak berkendara di jalan di hutan dengan traktor biru.,Pria dan anak itu berada di dalam traktor biru.,0
Anak-anak bermain trampolin di salju.,Beberapa anak sedang bermain lompat tali di pantai.,2
Gadis pirang kecil berjaket menjulurkan lidah sambil memegang balon merah.,Seorang anak laki-laki meletakkan jarinya di telinganya.,2
Seorang laki-laki berbaju hijau dan berjeans sedang duduk di lantai sambil menoleh sedikit ke arah seorang perempuan berbaju biru dan berjeans duduk di kursi hijau.,Laki-laki memiliki pantatnya di lantai.,0
Seorang pemain ski menuruni lereng ski bersalju di bawah lift ski.,Pemain ski itu menuruni lereng.,0
Beberapa gadis muda di atas tikar berwarna-warni membentang ke atas.,Ada lebih dari satu gadis.,0
Seorang wanita dengan atasan gelap dan kalung hitam duduk di sebelah seorang pria dengan sweter hitam dan mendengarkan percakapan.,Dua pria sedang duduk bercakap-cakap.,2
Seorang wanita muda dihibur oleh seorang pria setelah dia melihat sesuatu yang menyedihkan dan itu membuatnya menangis.,Pria itu menghibur istrinya.,1
"Dua orang berdiri di balkon, seorang pria di atas seorang wanita saat orang banyak memandang.",orang-orang berada tinggi di atas kerumunan,0
"Mengenakan jeans biru berpinggang tinggi, sepatu bot, dan kemeja biru dengan huruf ""B"" emas di bagian depan sedang berbicara di telepon.",Orang tersebut adalah seorang wanita.,1
Wanita melompati kuda lompat.,Seorang wanita berpartisipasi dalam olahraga.,0
Seorang penggemar sepak bola menunjukkan pengabdiannya dengan melukis wajahnya.,Wajah yang dicat adalah warna tim dan maskot tim di dahi mereka,1
"Jika air pasang masuk, sepatu tenis pria itu akan basah.","Jika Anda bisa melihat air pasang, sepatu pria itu akan basah",0
Seorang pemanjat berbaju merah diamankan dengan tali saat dia melihat ke bawah jurang.,Pendaki memanjat dinding.,1
Sekelompok pria dengan perlengkapan lari berlari-lari kecil melewati sekelompok pria berseragam sedang melakukan push-up.,Orang-orang berolahraga.,0
Seorang pria sedang melihat-lihat apa yang dijual lebih banyak oleh pedagang kaki lima.,Seorang pria melihat ke seberang barang penjual.,0
Seorang pria dengan kemeja hijau dan kacamata hitam merah.,Pria itu mengenakan pakaian berwarna.,0
Seorang wanita sedang bermain tenis.,Saya wanita memenangkan permainan.,1
Dua anak laki-laki bermain dekat di pasir dekat air di pantai.,Dua anak laki-laki berada di luar.,0
Tiga wanita berpegangan tangan dan berjalan di laut.,wanita yang lebih tua berpegangan tangan dan berjalan di lautan,1
Pasangan yang berpegangan tangan berhenti untuk melihat sesuatu.,Orang-orang sedang melihat sesuatu,0
Penjaga itu mengenakan helm dengan rumbai merah.,Penjaga memakai helm.,0
Sebuah upacara dengan tembakan senjata mengejutkan anak-anak muda berpakaian putih dan merah.,Beberapa anak terkejut.,0
Limusin putih mengemudi di daerah perkotaan.,Sebuah Jeep putih keluar dari jalan di pedalaman.,2
Seorang wanita berjaket coklat dan celana pendek coklat berbaring dengan seorang pria yang mengenakan celana pendek khaki di lanskap rumput.,"Seorang wanita dan pria, keduanya memakai celana pendek, sedang berbaring di rerumputan, menikmati kencan mereka.",1
Seorang pria berdiri di atas tukang bangunan.,Seorang pria berdiri di atas sebuah bangunan besar.,1
Pemain ski mengambil jalur curam menuruni gunung.,Seorang pemain ski menuruni gunung.,0
dua pria di pasar luar.,Para pria ada di luar.,0
dua anak bermain sepak bola di samping kerucut merah.,Dua anak sedang bermain tangkapan sebelum pertandingan bisbol.,2
Seorang pria dengan kemeja berkancing biru dan memegang pisau menyeringai pada seorang wanita sambil berdiri di depan kue putih dan hitam sementara pria lain dengan kemeja hitam berdiri di belakangnya.,Semua orang mengenakan kemeja merah muda solid.,2
Seekor anjing hitam dan putih sedang bermain di kolam atau sungai.,Seekor anjing berbintik bermain di bak mandi.,2
Seekor anjing berbulu pendek putih berukuran kecil hingga sedang sedang menatap pemilik yang tidak ada di foto.,Anjing itu adalah anjing terrier,1
Seorang pria yang mengenakan kaus Illinois sedang melihat ke kamera sementara seorang gadis mengarahkan kakinya ke wajahnya dan pria lain membuat wajah aneh di latar belakang.,Seorang pria melihat ke kamera sementara seorang gadis sedang memindahkan makanannya dan pria lain di latar belakang.,0
"Seorang bocah laki-laki, mengenakan ikat pinggang besar, dan bersandar di pagar di sebuah rodeo.",Seorang anak laki-laki kecil di rodeo.,0
Bangku taman dipasang ke tanah.,Bangku taman itu tertiup angin,2
Seorang anak laki-laki menembak bola basket ke ring.,Bocah laki-laki itu mencelupkan bola basket,1
Sekelompok petugas pemadam kebakaran membawa selang di sepanjang garis api sikat api.,Sekelompok petugas pemadam kebakaran mati-matian berusaha menghentikan api yang membakar lingkungan.,1
Seorang wanita berambut cokelat memegang kucing hitam dan putih sambil duduk di sofa.,Seorang wanita memegang kucing sambil duduk di atas perabot.,0
Pria ini baru saja selesai menembakkan senjatanya.,Pria ini baru saja menembakkan pistol di luar ruangan.,1
Seorang pria dengan helm biru duduk di sepeda motornya di jalan.,Pria itu sedang mengendarai mobil.,2
"Seorang pria paruh baya yang serak, dengan kemeja hitam bertuliskan ""dapatkan musik"", dan topi koboi, memainkan gitar.",Seorang pria sedang memainkan gitar.,0
Seorang anak sedang bermain di antara sekawanan burung di taman.,Seseorang bermain.,0
Seorang pria kekar dengan kemeja biru melukis di dinding.,Lukisan orang gemuk.,0
Pemodelan wanita berambut pirang untuk foto dengan kacamata hitam.,Seorang wanita pirang berkacamata hitam berpose untuk difoto.,0
Seorang pria dengan topi keras bekerja di lokasi konstruksi.,Seorang pria bekerja.,0
Sprinkler berbunyi di tengah kerumunan.,Kerumunan orang berkumpul di sekitar alat penyiram dan meledak di tengah-tengah mereka.,0
Seorang wanita tua dengan saputangan dan tongkat berdiri di jalan berbatu yang licin.,"Seorang wanita berdiri di luar di jalan, saat cuaca cerah.",1
Seorang pendaki gunung memanjat permukaan batu yang curam.,Seorang wanita berjanggut sedang berselancar.,2
Seseorang berbaju oranye dan hitam sedang mengambil foto sambil duduk di meja bilik.,Seorang pria merekam video untuk film dokumenternya.,1
Seorang wanita mendorong dua anak di ayunan.,seorang wanita bermain dengan anak-anaknya,1
Anak laki-laki itu mengenakan kaos hitam dengan parodi iklan logo AC.,Seorang anak menari di rumahnya.,1
